id,name,phone,review_count,avg_rating,categories,longitude,latitude,address1,address2,zip,city,state
roti-boti-shaheen-in-jackson-jackson-heights,Roti Boti Shaheen In Jackson,7184766516,6,3.5,"Indian, Pakistani",,,7209 Broadway,,11372,Jackson Heights,NY
kaffe-1668-new-york,Kaffe 1668,2126933750,426,4,Coffee & Tea,,,275 Greenwich St,,10007,New York,NY
svetas-house-rego-park,Sveta's House,7188991405,8,4,Russian,,,92-60 Queens Blvd,,11374,Rego Park,NY
marios-pizzeria-bronx,Mario's Pizzeria,7183258770,6,5,Pizza,,,3824 Dyre Ave,,10466,Bronx,NY
fika-new-york-2,FIKA,6466495133,187,4,"Coffee & Tea, Scandinavian",,,407 Park Ave S,,10016,New York,NY
patisserie-claude-new-york,Patisserie Claude,2122555911,159,4,"Bakeries, Desserts, Cafes",,,187 W 4th St,,10014,New York,NY
shu-jiao-fu-zhou-cuisine-restaurant-new-york,Shu Jiao Fu Zhou Cuisine Restaurant,2126252532,128,4.5,Chinese,,,118 Eldridge St,,10002,New York,NY
django-new-york,Django,2128716600,30,3.5,"American (New), Greek, Mediterranean",,,480 Lexington Ave,,10167,New York,NY
seba-seba-bakery-jackson-heights,Seba-Seba Bakery,7183354548,19,3.5,Bakeries,,,8303 Northern Blvd,,11372,Jackson Heights,NY
ciao-for-now-new-york,Ciao For Now,2126772616,177,4,"Coffee & Tea, American (New), Breakfast & Brunch",,,523 E 12th St,,10009,New York,NY
maspeth-ale-house-maspeth,Maspeth Ale House,7188948100,15,4,Bars,,,64 -14 Grand Ave,,11378,Maspeth,NY
alpha-fusion-new-york-2,Alpha Fusion,2122798887,157,3.5,"Asian Fusion, Szechuan, Thai",,,365 W 34th St,,10001,New York,NY
wei-mei-xian-brooklyn,Wei Mei Xian,7184395278,2,4,Chinese,,,705 60th St,,11220,Brooklyn,NY
fukuoka-shabu-shabu-flushing,Fukuoka Shabu Shabu,7186611616,90,4,"Hot Pot, Chinese",,,45-68 Kissena Blvd,,11355,Flushing,NY
wimpys-iv-new-york,Wimpy's IV,2123484252,9,3.5,"Burgers, Breakfast & Brunch",,,1634 Madison Ave,,10029,New York,NY
chipotle-mexican-grill-new-york-57,Chipotle Mexican Grill,2126736904,60,3,"Mexican, Fast Food",,,125 E 23rd St,,10010,New York,NY
chipotle-mexican-grill-new-york-6,Chipotle Mexican Grill,2126891245,56,4,"Mexican, Fast Food",,,274 Madison Ave,,10016,New York,NY
baluchis-brooklyn,Baluchi's,7188325555,142,3.5,Indian,,,310 5th Ave,,11215,Brooklyn,NY
fino-bayside,Fino,7182291330,161,4,"Wine Bars, Mediterranean, Tapas/Small Plates",,,39-13 Bell Blvd,,11361,Bayside,NY
cataldos-restaurant-brooklyn,Cataldo's Restaurant,7188576700,108,4,"Pizza, Italian",,,554 Vanderbilt Ave,Ste 1,11238,Brooklyn,NY
cafe-con-leche-panaderia-corona,Cafe Con Leche Panaderia,7184574967,1,3,Bakeries,,,102-03 Roosevelt Ave,,11368,Corona,NY
new-golden-fun-wong-manhattan,New Golden Fun Wong,2122674037,5,4,Bakeries,,,41 Mott St,,10013,Manhattan,NY
floridita-bakery-inc-new-york,Floridita Bakery Inc,2127404141,5,3.5,Bakeries,,,4187 Broadway,,10033,New York,NY
holy-schnitzel-staten-island,Holy Schnitzel,7187614659,21,4,"Middle Eastern, Falafel, Kosher",,,438 Nome Ave,,10314,Staten Island,NY
luna-sur-forest-hills,Luna Sur,7185444223,2,4.5,Italian,,,9804 Metropolitan Avenue,,11375,Forest Hills,NY
ayada-thai-elmhurst,Ayada Thai,7184240844,454,4,Thai,,,77-08 Woodside Ave,,11373,Elmhurst,NY
el-almacen-brooklyn,El Almacen,7182187284,350,4,"Argentine, Latin American",,,557 Driggs Ave,,11211,Brooklyn,NY
chelsea-thai-wholesale-new-york,Chelsea Thai Wholesale,2129242999,145,3,"Thai, Vegetarian",,,75 9th Ave,,10011,New York,NY
la-burrito-brooklyn-3,LA Burrito,7183814740,92,3,Mexican,,,67 Wilson Ave,,11237,Brooklyn,NY
hero-factory-bronx,Hero Factory,7189921556,3,3.5,Delis,,,904 E 149th St,,10455,Bronx,NY
sik-gaek-chun-ha-flushing,Sik Gaek Chun Ha,7183217770,240,4,Korean,,,161-29 Crocheron Ave,,11358,Flushing,NY
athena-mediterranean-cuisine-brooklyn-3,Athena Mediterranean Cuisine,7189654578,105,4,"Mediterranean, Greek",,,535 6th Ave,,11215,Brooklyn,NY
big-nose-kates-saloon-staten-island,Big Nose Kate's Saloon,7182273282,29,2.5,"Pubs, Dive Bars",,,2484 Arthur Kill Rd,,10309,Staten Island,NY
cupola-samarkanda-brooklyn,Cupola Samarkanda,7183394397,10,3.5,Uzbek,,,460 Kings Hwy,,11223,Brooklyn,NY
darbar-grill-new-york,Darbar Grill,2127514600,256,4,"Indian, Buffets, Bars",,,157 E 55th St,,10022,New York,NY
estrella-del-mar-ridgewood,Estrella Del Mar,7184567496,18,2.5,"Latin American, Seafood",,,552 Seneca Ave,,11385,Ridgewood,NY
rispoli-pastry-shop-staten-island,Rispoli Pastry Shop,7182735300,4,3.5,"Bakeries, Desserts, Cupcakes",,,1184 Bay St,,10305,Staten Island,NY
dileos-brick-oven-pizzeria-staten-island,DiLeo's Brick Oven Pizzeria,7187618888,6,4,Pizza,,,2491 Victory Blvd,,10314,Staten Island,NY
shaheen-sweets-new-york,Shaheen Sweets,2122510202,1,4,"Indian, Pakistani",,,130 E 29th St,,10016,New York,NY
l-artusi-new-york,L'Artusi,2122555757,817,4.5,Italian,,,228 W 10th St,,10014,New York,NY
bbq-village-palace-jamaica,BBQ Village Palace,7182989099,12,2.5,"Indian, Barbeque",,,18112  Hillside Ave,,11432,Jamaica,NY
david-burke-fishtail-new-york,David Burke Fishtail,2127541300,497,3.5,Seafood,,,135 E 62nd St,,10065,New York,NY
schnippers-quality-kitchen-new-york,Schnipper's Quality Kitchen,2129212400,551,3.5,American (Traditional),,,620 8th Ave,,10018,New York,NY
kang-kee-new-york,Kang Kee,2129662876,3,4.5,Chinese,,,124 Hester St,,10002,New York,NY
stellas-pizza-new-york,Stella's Pizza,2124624444,44,3.5,Pizza,,,110 9th Ave,,10011,New York,NY
kings-clam-bar-brooklyn,King's Clam Bar,7184839663,14,4,Seafood,,,622 Washington Ave,,11238,Brooklyn,NY
umi-japanese-cuisine-new-york,Umi Japanese Cuisine,7187693338,2,3.5,Japanese,,,215 Brighton Beach Ave,,11235,New York,NY
kan-izakaya-flushing,Kan Izakaya,7183534006,20,3.5,"Korean, Japanese",,,160-30 Northern Blvd,,11358,Flushing,NY
applebees-brooklyn-3,Applebee's,3475053300,51,2,"American (Traditional), Sports Bars, Burgers",,,2201 Nostrand Ave,,11210,Brooklyn,NY
bucharest-restaurant-sunnyside,Bucharest Restaurant,7183892300,27,3,Modern European,,,43-45 40th St,,11104,Sunnyside,NY
the-edison-ballroom-new-york-2,The Edison Ballroom,2122017650,9,4.5,"Venues & Event Spaces, Buffets",,,240 W 47th St,,10036,New York,NY
co-new-york,Co.,2122431105,457,3.5,"Pizza, Bars, Italian",,,230 9th Ave,,10001,New York,NY
miguelinas-restaurant-and-bar-rego-park,Miguelinas Restaurant & Bar,7185652055,2,2.5,"Spanish, Latin American, Basque",,,63-20 Woodhaven Blvd,,11374,Rego Park,NY
pho-vietnamese-restaurant-flushing-2,Pho Vietnamese Restaurant,7184618686,69,3,Vietnamese,,,3802 Prince St,,11369,Flushing,NY
arriba-arriba-sunnyside,Arriba Arriba,7183495999,119,3,Mexican,,,40-15 Queens Blvd,,11104,Sunnyside,NY
hsf-new-york,HSF,2123741319,14,3,Dim Sum,,,46 Bowery St,,10013,New York,NY
eds-chowder-house-new-york,Ed's Chowder House,2129561288,239,3,"Seafood, American (New)",,,44 W 63rd St,,10023,New York,NY
dc-ktv-brooklyn-2,DC KTV,7188535888,19,1.5,"Karaoke, Lounges",,,715 61th St,,11220,Brooklyn,NY
ok-mr-pancho-bronx,Ok Mr. Pancho,7187334674,21,4,Mexican,,,2871 Webster Ave,,10458,Bronx,NY
mcdonalds-new-york-122,McDonald's,2126865342,16,2.5,"Fast Food, Burgers",,,341 5th Ave,,10016,New York,NY
mcdonalds-bronx-49,McDonald's,7182398660,7,1.5,"Fast Food, Burgers",,,1820 Eastchester Rd,,10461,Bronx,NY
jaslowiczanka-bakery-brooklyn,Jaslowiczanka Bakery,7183890263,6,3.5,Bakeries,,,163 Nassau Ave,,11222,Brooklyn,NY
udon-west-new-york-3,Udon West,2129229677,291,4,Japanese,,,150 E 46th St,,10017,New York,NY
carvel-ice-cream-flushing,Carvel Ice Cream,7183599257,9,3,Ice Cream & Frozen Yogurt,,,17115 Northern Blvd,,11358,Flushing,NY
red-lotus-bakery-and-cafe-douglaston,Red Lotus Bakery & Cafe,7188190288,21,3,"Bakeries, Coffee & Tea, Desserts",,,255-07 Northern Blvd,,11363,Douglaston,NY
great-wall-restaurant-bayside,Great Wall Restaurant,7183528899,14,3,Chinese,,,199-19 32nd Ave,,11358,Bayside,NY
subway-new-york-272,Subway,2126867070,11,2.5,"Sandwiches, Fast Food",,,261 5th Ave,,10016,New York,NY
caridad-restaurant-bronx-5,Caridad Restaurant,7186555245,2,2,American (New),,,6 E 208th St,,10467,Bronx,NY
pasta-fresca-ravioli-brooklyn,Pasta Fresca Ravioli,7186807193,11,3.5,"Grocery, Specialty Food, Bakeries",,,6406 11th Ave,,11219,Brooklyn,NY
popeyes-bronx-7,Popeyes,7187086650,3,3.5,"Chicken Wings, Fast Food",,,557 Grand Concourse,,10451,Bronx,NY
steak-and-hoagies-new-york,Steak & Hoagies,9174925001,12,3,"Chinese, Sandwiches",,,1657 Madison Ave,,10029,New York,NY
mama-tinas-pizza-new-york,Mama Tina's Pizza,2123682820,56,2.5,Pizza,,,2649 Frederick Douglas Blvd,,10030,New York,NY
whitehall-pretzel-and-ice-cream-new-york,Whitehall Pretzel And Ice Cream,2127421836,7,2.5,Ice Cream & Frozen Yogurt,,,4 South St,,10004,New York,NY
inatteso-pizzabar-casano-new-york,Inatteso Pizzabar Casano,2122678000,151,3.5,"Italian, Pizza",,,28 West St,,10004,New York,NY
inatteso-cafe-casano-new-york,Inatteso Cafe Casano,2122677000,46,4,"Italian, Coffee & Tea, Bagels",,,38 West St.,Battery Park,10004,New York,NY
da-andrea-new-york,Da Andrea,2123671979,383,4,Italian,,,35 W 13th St,,10011,New York,NY
spunto-new-york-3,Spunto,2122421200,281,4,Pizza,,,65 Carmine St,,10014,New York,NY
cityview-racquet-club-long-island-city,CityView Raquet Club,7183896252,9,4,"Tennis, Gyms, Venues & Event Spaces",,,43-34 32nd Pl,,11101,Long Island City,NY
subway-brooklyn-46,Subway,7188522226,13,1.5,"Sandwiches, Fast Food",,,391 Jay St,,11201,Brooklyn,NY
desnuda-new-york-2,Desnuda,2122543515,276,4,"Seafood, Latin American, Wine Bars",,,122 E 7th St,,10009,New York,NY
singas-famous-pizza-floral-park-2,Singas Famous Pizza,7183474300,21,3.5,Pizza,,,260-21 Hillside Ave,,11004,Floral Park,NY
island-cuisine-roti-shop-queens,Island Cuisine Roti Shop,7186592906,7,3,Caribbean,,,115-08 Lefferts Blvd,,11420,Queens,NY
bagel-bagel-nyc-jackson-heights,Bagel Bagel Nyc,7185050505,4,4,Bagels,,,8619 Northern Blvd,,11372,Jackson Heights,NY
wxou-radio-bar-new-york,WXOU Radio Bar,2122060381,70,3.5,Bars,,,558 Hudson St,,10014,New York,NY
hunan-house-flushing,Hunan House,7183531808,81,4,Chinese,,,137-40 Northern Blvd,,11354,Flushing,NY
thats-a-wrap-howard-beach,That's A Wrap,7183229727,14,2.5,Sandwiches,,,16312 Crossbay Blvd,,11414,Howard Beach,NY
micasa-deli-jackson-heights,Micasa Deli,7188990505,1,2,"Videos & Video Game Rental, Grocery",,,7316 Roosevelt Ave,,11372,Jackson Heights,NY
hummus-kitchen-new-york-2,Hummus Kitchen,2129880090,236,4,"Mediterranean, Vegetarian, Kosher",,,1613 2nd Ave,,10028,New York,NY
pizza-mezzaluna-new-york-3,Pizza  Mezzaluna,2125331242,55,4,"Italian, Pizza",,,146 W Houston St,,10012,New York,NY
dominos-brooklyn,Domino's,7185223733,4,2.5,Pizza,,,539 Atlantic Ave,,11217,Brooklyn,NY
sushi-time-forest-hills,Sushi Time,7182610111,271,4.5,"Sushi Bars, Japanese",,,72-42 Austin St,,11375,Forest Hills,NY
qoo-robata-bar-brooklyn-2,Qoo Robata Bar,7183849493,68,3.5,Japanese,,,367 Metropolitan Ave,,11211,Brooklyn,NY
hotel-arlington-new-york,Hotel Arlington,2126453990,1,2,Hotels,,,18 W 25th St,,10010,New York,NY
bati-brooklyn-2,Bati,7187979696,117,3,Ethiopian,,,747 Fulton St,,11217,Brooklyn,NY
jollibee-woodside,Jollibee,7184264445,220,3.5,"Filipino, Fast Food",,,62-29 Roosevelt Ave,,11377,Woodside,NY
casa-la-femme-new-york-2,Casa La Femme,2125050005,213,3.5,Middle Eastern,,,140 Charles St,,10014,New York,NY
le-banquet-brooklyn,Le Banquet,7186923666,8,4,Caribbean,,,2281 Nostrand Ave,,11210,Brooklyn,NY
pearl-street-diner-new-york,Pearl Street Diner,2123446620,92,3,Diners,,,212 Pearl St,,10038,New York,NY
caffeina-espresso-bar-long-island-city,Caffeina Espresso Bar,7183616408,22,4.5,Cafes,,,LIC Arts Center,44-02 23rd St,11101,Long Island City,NY
sapphire-new-york-new-york,Sapphire New York,2124213600,24,3,"Adult Entertainment, Dance Clubs",,,333 E 60th St,,10022,New York,NY
dunkin-donuts-hauppauge,Dunkin' Donuts,7185274653,3,3,"Donuts, Coffee & Tea",,,160 Adams Ave,,11788,Hauppauge,NY
nice-one-bakery-new-york,Nice One Bakery,2127919365,16,3.5,Bakeries,,,47 Bayard Street,,10013,New York,NY
planet-wings-staten-island-2,Planet Wings,7186089464,15,2.5,"Chicken Wings, Fast Food",,,698 Arthur Kill Rd,,10308,Staten Island,NY
kellys-family-resturant-inc-jamaica,Kelly's Family Resturant Inc,7186576805,2,3,,,,10316 Merrick Blvd,,11433,Jamaica,NY
moon-cafe-corp-brooklyn,Moon Cafe Corp,7182228405,1,2,Grocery,,,496 Atlantic Ave,,11217,Brooklyn,NY
tisserie-new-york,Tisserie,2124630850,83,3.5,"Bakeries, Coffee & Tea",,,857 Broadway,,10003,New York,NY
las-conchitas-bakery-brooklyn,Las Conchitas Bakery,7184375513,1,4,"Bakeries, Mexican",,,4811 5th Ave,,11220,Brooklyn,NY
popeyes-louisiana-kitchen-far-rockaway,Popeye's Louisiana Kitchen,7183274754,5,2,Chicken Wings,,,1426 Cornaga Ave,,11691,Far Rockaway,NY
peking-kitchen-jackson-heights,Peking Kitchen,7184269789,35,3.5,Chinese,,,7715 37th Ave,,11372,Jackson Heights,NY
szechuan-gourmet-flushing,Szechuan Gourmet,7188889388,85,3.5,Chinese,,,135-15 37th Ave,,11354,Flushing,NY
azucar-new-york,Azucar,2122625354,17,4,Cuban,,,939 8th Ave,,10019,New York,NY
claret-wine-bar-sunnyside,Claret Wine Bar,7189377411,154,3.5,Wine Bars,,,46 02 Skillman Ave,,11104,Sunnyside,NY
tigre-pizza-bronx,Tigre Pizza,7184663709,1,3,Pizza,,,234 E 174th St,,10457,Bronx,NY
papaye-bronx,Papaye,7186760771,4,4.5,African,,,2300 Grand Concourse,,10458,Bronx,NY
the-perfect-pint-ii-new-york,The Perfect Pint II,2128678159,152,3.5,Pubs,,,203 E 45th St,,10017,New York,NY
dale-bagels-on-fifth-brooklyn,Dale Bagels On Fifth,7186805700,2,4,"Bagels, Breakfast & Brunch, Sandwiches",,,7715 5th Ave,,11209,Brooklyn,NY
the-lexington-social-new-york,The Lexington Social,6464100099,106,4,"Mediterranean, Tapas Bars, Wine Bars",,,1634 Lexington Ave,,10029,New York,NY
the-chicken-shack-astoria-239,The Chicken Shack,7187213035,122,3.5,Chicken Wings,,,35-02 30th Ave,,11103,Astoria,NY
cobble-hill-coffee-shop-brooklyn,Cobble Hill Coffee Shop,7188521162,46,4,Diners,,,314 Court St,,11231,Brooklyn,NY
corona-gyro-inc-corona-2,Corona Gyro Inc,7182058683,6,2,Greek,,,4012 104th St,,11368,Corona,NY
la-flor-del-paraiso-bar-and-restaurant-brooklyn-3,La Flor Del Paraiso Bar & Restaurant,7186430037,30,3.5,"Bars, Mexican",,,491 Atlantic Ave,,11217,Brooklyn,NY
dunkin-donuts-new-york-112,Dunkin' Donuts,2125647613,3,2.5,,,,466 10th Ave,,10018,New York,NY
subway-bronx-20,Subway,7186657480,2,2.5,"Fast Food, Sandwiches",,,423 E 149th St,,10455,Bronx,NY
noi-due-new-york-2,Noi Due,2127122222,79,3.5,"Kosher, Italian",,,143 W 69th St,,10023,New York,NY
dunkin-donuts-astoria-7,Dunkin Donuts,7182040115,13,3,Donuts,,,3723 Ditmars Blvd,,11105,Astoria,NY
queen-sheeba-new-york,Queen Sheeba,2128626149,36,4,Middle Eastern,,,317 W 141st St,,10030,New York,NY
osaka-astoria,Osaka,7187772662,96,3.5,Japanese,,,2524 Broadway,,11106,Astoria,NY
caridad-restaurant-bronx-3,Caridad Restaurant,7183646545,3,3,,,,2230 Grand Concourse,,10457,Bronx,NY
ruddy-and-deans-staten-island,Ruddy and Dean's,7188164400,34,4,Steakhouses,,,44 Richmond Ter,,10301,Staten Island,NY
papa-johns-pizza-brooklyn-106,Papa John's Pizza,7184437272,37,1.5,Pizza,,,1011 Broadway,,11221,Brooklyn,NY
boqueria-new-york-2,Boqueria,2123434255,471,4,Spanish,,,171 Spring St,,10012,New York,NY
windies-restaurant-and-bar-queens-village,Windies Restaurant & Bar,7187369414,13,3,"Indian, Bars",,,21606 Jamaica Ave,,11428,Queens Village,NY
fairfield-inn-new-york-jfk-airport-jamaica,Fairfield Inn New York JFK Airport,7189773300,21,3,Hotels,,,156-08 Rockaway Blvd,,11434,Jamaica,NY
dunkin-donuts-new-york-94,Dunkin Donuts,2126083512,10,4.5,Coffee & Tea,,,130 Church St,,10007,New York,NY
the-good-dine-bronx,The Good Dine,7183253463,10,4,Caribbean,,,3922 White Plains Rd,,10466,Bronx,NY
the-football-factory-new-york-2,The Football Factory,2129677792,25,4,"Sports Bars, Pubs",,,6 W 33rd St,,10001,New York,NY
rio-grande-churrascaria-long-island-city,Rio Grande Churrascaria,7183611707,108,4,"Steakhouses, Brazilian, Breakfast & Brunch",,,Holiday Inn - Manhattan View,39-05 29th St,11101,Long Island City,NY
dafni-greek-taverna-new-york,Dafni Greek Taverna,2123151010,489,4,Greek,,,325 W 42nd St,,10036,New York,NY
the-standard-grill-new-york,The Standard Grill,2126454100,615,3.5,"American (Traditional), Lounges, Diners",,,848 Washington St,,10014,New York,NY
taste-of-cochin-bellrose,Taste of Cochin,7183473900,30,3.5,"Indian, Buffets",,,248-08 Union Turnpike,,11426,Bellrose,NY
burgers-and-cupcakes-new-york-2,Burgers & Cupcakes,2122420600,16,3,"Desserts, Burgers",,,265 W 23rd St,,10011,New York,NY
no-1-chinese-restaurant-new-york-2,No 1 Chinese Restaurant,2127403188,72,4,Chinese,,,825 W 181st St,,10033,New York,NY
sandros-manhattan,Sandro's,2122887374,25,3.5,Italian,,,306 E 81st St,,10028,Manhattan,NY
the-green-bean-cafe-new-york,The Green Bean Cafe,2128611539,68,3.5,"Vegan, Vegetarian, Gluten-Free",,,1413 York Ave,,10021,New York,NY
wah-lung-kitchen-astoria,Wah Lung Kitchen,7182780390,11,3.5,Chinese,,,2111 21st Ave,,11105,Astoria,NY
ichi-sushi-brooklyn-2,Ichi Sushi,7183732929,89,3.5,Japanese,,,2040 86th St,,11214,Brooklyn,NY
europa-cafe-new-york-19,Europa Cafe,2122868687,1,3,Cafes,,,545 5th Ave,,10017,New York,NY
wasabi-point-elmhurst,Wasabi Point,7182051056,28,4,"Japanese, Asian Fusion, Himalayan/Nepalese",,,76-18 Woodside Ave,,11373,Elmhurst,NY
university-pizza-and-restaurant-bronx,University Pizza & Restaurant,7182201959,11,3.5,Restaurants,,,574 E Fordham Rd,,10458,Bronx,NY
tonys-pizza-bronx-3,Tony's Pizza,7185196043,4,3.5,Pizza,,,4189 White Plains Road,,10466,Bronx,NY
el-valle-restaurant-new-york,El Valle Restaurant,3472719191,11,2.5,Mexican,,,450 E 149th St,,10455,New York,NY
terrace-club-new-york,Terrace Club,2122628100,12,4,Venues & Event Spaces,,,25 W 51st St Frnt 2,,10019,New York,NY
super-kew-garden-forest-hills,Super Kew Garden,7182613322,20,3.5,Chinese,,,11814 Queens Blvd,,11375,Forest Hills,NY
ten-tan-bronx,Ten Tan,7182318883,4,3,Chinese,,,3507 Dekalb Ave,,10467,Bronx,NY
kefi-new-york,Kefi,2128730200,57,4.5,"Greek, Mediterranean",,,222 W 79th St,,10024,New York,NY
pizza-time-brooklyn,Pizza Time,7182528801,22,4,Pizza,,,1324 Ave J,,11230,Brooklyn,NY
dragon-garden-brooklyn,Dragon Garden,7182348288,15,3.5,Restaurants,,,8024 18th Avenue,,11214,Brooklyn,NY
cumin-indian-restaurant-bronx-2,Cumin Indian Restaurant,7184322481,63,3.5,Indian,,,3549 Johnson Ave,,10463,Bronx,NY
lali-restaurant-new-york,Lali Restaurant,2126641507,92,4.5,Dominican,,,630 10th Ave,,10036,New York,NY
faye-and-king-brooklyn,Faye and King,7189401129,8,3.5,Restaurants,,,1417 Flatbush Avenue,,11210,Brooklyn,NY
mimis-hummus-catering-brooklyn,Mimi's Hummus Catering,7182844444,3,5,"Caterers, Specialty Food",,,1209 Cortelyou Rd,,11218,Brooklyn,NY
inakaya-new-york,Inakaya,2123542195,231,3.5,Japanese,,,New York Times Bldg,231 W 40th St,10018,New York,NY
la-fonda-del-sol-new-york,La Fonda Del Sol,2128676767,200,3.5,"Spanish, Tapas/Small Plates",,,Metlife Building,200 Park Ave,10166,New York,NY
best-chinese-restaurant-bronx,Best Chinese Restaurant,7183792438,4,4,Chinese,,,4004A Boston Rd,,10475,Bronx,NY
howl-at-the-moon-inc-bronx,Howl At the Moon Inc,7185617694,17,2.5,Sports Bars,,,585 E 189th St,,10458,Bronx,NY
pegasus-brooklyn,Pegasus,7187486977,123,4,"Breakfast & Brunch, Diners, Coffee & Tea",,,8610 3rd Ave,,11209,Brooklyn,NY
cake-mio-bakery-corona,Cake Mio Bakery,7187790271,4,4,Bakeries,,,4510 104th St,,11368,Corona,NY
dragon-bay-bakery-brooklyn,Dragon Bay Bakery,7188538188,35,3.5,"Chinese, Bakeries",,,5711 8th Ave,,11220,Brooklyn,NY
new-golden-restaurant-brooklyn,New Golden Restaurant,7182822288,3,2.5,Restaurants,,,579 Flatbush Avenue,,11225,Brooklyn,NY
mitoushi-japanese-restaurant-brooklyn-2,Mitoushi Japanese Restaurant,7189989882,66,4,"Japanese, Sushi Bars",,,1221 Quentin Rd,,11229,Brooklyn,NY
773-lounge-brooklyn,773 Lounge,7184629746,27,4,"Sports Bars, Pubs",,,773 Coney Island Ave,,11218,Brooklyn,NY
gracie-mews-diner-new-york-2,Gracie Mews Diner,2128612290,151,3.5,Diners,,,1550 1st Ave,,10028,New York,NY
new-double-dragon-restaurant-brooklyn,New Double Dragon Restaurant,7182388818,1,3,Chinese,,,7714 13th Ave,,11228,Brooklyn,NY
pizza-and-pasta-restaurant-brooklyn,Pizza & Pasta Restaurant,7183882592,7,2.5,Restaurants,,,83 Graham Ave,,11206,Brooklyn,NY
perfection-queens,Perfection,7187288080,21,2.5,"Adult Entertainment, Venues & Event Spaces",,,6205 30th Ave,,11377,Queens,NY
prime-meats-brooklyn,Prime Meats,7182540327,414,3.5,"Bars, American (Traditional)",,,465 Court St,,11231,Brooklyn,NY
an-choi-new-york,An Choi,2122263700,267,3.5,"Vietnamese, Sandwiches",,,85 Orchard St,,10002,New York,NY
kids-fun-house-ridgewood,Kids Fun House,7184185437,23,4,"Party & Event Planning, Arcades, Venues & Event Spaces",,,62-73 Fresh Pond Rd,,11385,Ridgewood,NY
kennedy-fried-chicken-new-york-15,Kennedy Fried Chicken,2122818144,2,2,Fast Food,,,3789 Broadway,,10032,New York,NY
shelleys-woodside,Shelley's,7186722571,8,4,Dive Bars,,,58-15 Woodside Ave,,11377,Woodside,NY
lillies-victorian-bar-and-restaurant-new-york,Lillie's Victorian Bar & Restaurant,2123371970,652,3.5,"Irish, Pubs",,,13 E 17th St,,10003,New York,NY
philip-licetti-new-york-2,Philip Licetti,2125642520,1,4,Florists,,,30 W 36th St # 4,,10018,New York,NY
cellar-58-new-york,Cellar 58,2124201300,123,3,Wine Bars,,,58 2nd Ave,,10003,New York,NY
new-good-fortune-kitchen-brooklyn,New Good Fortune Kitchen,7189651668,14,3.5,Chinese,,,524 4th Ave,,11215,Brooklyn,NY
aroma-espresso-bar-new-york-2,Aroma Espresso Bar,2125957700,307,3.5,"Coffee & Tea, Vegan, Breakfast & Brunch",,,161 W 72nd St,,10023,New York,NY
gallo-nero-ii-new-york,Gallo Nero II,2122551980,23,3.5,Italian,,,95 7th Ave S,,10014,New York,NY
famous-famiglia-rochester,Famous Famiglia,7185058835,1,3,Pizza,,,220 Airport Way,,14624,Rochester,NY
haakons-hall-new-york,Haakon's Hall,2123004166,60,3.5,"American (Traditional), Chicken Wings",,,1187 Amsterdam Ave,,10027,New York,NY
world-ice-arena-flushing,World Ice Arena,7187609001,19,4,Skating Rinks,,,Flushing Meadows Corona Park,125-40 Roosevelt Ave,11368,Flushing,NY
happy-wok-new-york,Happy Wok,2128289666,4,2.5,Chinese,,,2033 1st Ave,,10029,New York,NY
saraghina-brooklyn,Saraghina,7185740010,411,4,"Pizza, Breakfast & Brunch, Bakeries",,,435 Halsey St,,11233,Brooklyn,NY
malay-bakery-brooklyn,Malay Bakery,7182562626,4,4,Bakeries,,,6919 New Utrecht Ave,,11228,Brooklyn,NY
hancos-brooklyn-2,Hanco's,7184998081,329,4,"Vietnamese, Coffee & Tea, Internet Cafes",,,350 7th Ave,,11215,Brooklyn,NY
shama-restaurant-brooklyn,Shama Restaurant,7183681721,5,4,Pakistani,,,232 Neptune Ave,,11235,Brooklyn,NY
smoke-bbq-pit-springfield-gardens,Smoke BBQ Pit,7183416100,65,3.5,Barbeque,,,129-21 Merrick Blvd,,11413,Springfield Gardens,NY
china-ocean-brooklyn,China Ocean,7182608870,6,2,Chinese,,,82 Livingston St,,11201,Brooklyn,NY
bklyns-pizza-bath-beach,Bklyn's Pizza,7188371084,8,3,Pizza,,,1406 86th St,,11228,Bath Beach,NY
lali-guras-jackson-heights,Lali Guras,7184240017,33,4.5,Himalayan/Nepalese,,,3763 76th St,,11372,Jackson Heights,NY
cava-wine-bar-new-york,Cava Wine Bar,2127242282,101,4,"Wine Bars, Tapas Bars",,,185 W 80th St,,10024,New York,NY
crown-fried-chicken-brooklyn-6,Crown Fried Chicken,7187787721,4,4.5,Fast Food,,,504 Clarkson Ave,,11203,Brooklyn,NY
jib-lanes-fresh-meadows,Jib Lanes,7185910600,63,3.5,Bowling,,,67-19 Parsons Blvd,,11365,Fresh Meadows,NY
dunkin-donuts-new-york-105,Dunkin' Donuts,2127817881,1,1,Food,,,4353 Broadway,,10033,New York,NY
bp-new-york,Bp,2129424351,1,4,,,,3936 10th Ave,,10034,New York,NY
angelinas-panini-bar-flushing,Angelina's Panini Bar,5167923957,3,2.5,"Sandwiches, Fruits & Veggies, Bagels",,,Laguardia Airport,Terminal B,11371,Flushing,NY
favela-cubana-new-york,Favela Cubana,2127776500,166,3.5,"Cuban, Brazilian, Breakfast & Brunch",,,543 LaGuardia Pl,,10012,New York,NY
the-flying-puck-new-york,The Flying Puck,2127365353,103,3,Sports Bars,,,364 7th Ave,,10001,New York,NY
