"id","name","phone","0","0.0","categories","0.00000000","0.00000000","address1","address2","zip","city","state"
"karczma-brooklyn","Karczma","7183491744","227","4.5","Polish","-73.95512800","40.72997700","136 Greenpoint Ave","","11222","Brooklyn","NY"
"sotto-cinque-new-york","Sotto Cinque","2124725563","147","3.5","Italian","-73.95092000","40.77720600","322 E 86th St","","10028","New York","NY"
"subway-hollis","Subway","7184681200","3","2.0","Sandwiches, Fast Food","-73.75404430","40.71346290","20520 Jamaica Ave","","11423","Hollis","NY"
"drunken-monkey-bar-and-grill-staten-island","Drunken Monkey Bar & Grill","7182732267","21","3.5","Bars, American (New)","-74.13015400","40.62666300","1205 Forest Ave","","10310","Staten Island","NY"
"louro-new-york","Louro","2122060606","126","4.0","American (New)","-74.00077060","40.73437880","142 W 10th St","","10014","New York","NY"
"sing-sing-karaoke-st-marks-new-york-3","Sing Sing Karaoke - St. Marks","2123877800","174","3.0","Karaoke","-73.98912670","40.72943500","9 St Marks Pl","","10003","New York","NY"
"gottino-new-york","Gottino","2126332590","211","4.0","Wine Bars, Italian","-74.00036600","40.73579400","52 Greenwich Ave","","10011","New York","NY"
"papa-johns-brooklyn-4","Papa John's","7189217272","10","2.5","Food","-74.01535740","40.64060050","5804 5th Ave.","","11220","Brooklyn","NY"
"subway-staten-island-6","Subway","7187271777","3","2.5","Fast Food, Sandwiches","-74.07609450","40.63866060","150 Bay St","","10301","Staten Island","NY"
"ninth-street-espresso-new-york-6","Ninth Street Espresso","2122282930","254","4.5","Coffee & Tea, Cafes","-74.00489690","40.74193430","75 9th Ave","","10011","New York","NY"
"marias-bistro-mexicano-brooklyn-3","Maria's Bistro Mexicano","7184381608","114","3.5","Mexican","-74.00398300","40.65151600","886 5th Ave","","11232","Brooklyn","NY"
"jimmys-diner-brooklyn","Jimmy's Diner","7182187174","400","4.0","Diners, Breakfast & Brunch, Comfort Food","-73.95241500","40.71774700","577 Union Ave","","11211","Brooklyn","NY"
"hong-kong-station-new-york-2","Hong Kong Station","2129669682","54","3.0","Chinese","-73.99535370","40.71401980","45 Division St","","10002","New York","NY"
"mcdonalds-manhattan-70","McDonald's","6466721381","2","1.0","Burgers, Fast Food","-73.93704220","40.80451970","145 E 125th St","","10035","Manhattan","NY"
"hale-and-hearty-soups-new-york-19","Hale & Hearty Soups","2123541199","28","3.5","Fast Food, Sandwiches","-73.98682970","40.75327980","1410 Broadway","","10018","New York","NY"
"panda-house-brooklyn","Panda House","7182777700","6","3.0","Chinese","-73.86958659","40.67693822","530 Conduit Blvd","","11208","Brooklyn","NY"
"chimu-express-brooklyn","Chimu Express","7184430787","114","4.0","Latin American","-73.91936500","40.70153800","180 Irving Ave","","11237","Brooklyn","NY"
"remedy-diner-new-york","Remedy Diner","2126775110","239","3.0","Diners","-73.98547040","40.72171310","245 E Houston St","","10002","New York","NY"
"atlas-caf%C3%A9-brooklyn-2","Atlas Café","7187827470","127","3.5","Coffee & Tea, Beer, Wine & Spirits, Cafes","-73.95703766","40.71272179","116 Havemeyer St","","11211","Brooklyn","NY"
"cinco-de-mayo-restaurant-brooklyn","Cinco de Mayo Restaurant","7186931022","110","3.5","Mexican","-73.96685000","40.63988500","1202 Cortelyou Rd","","11218","Brooklyn","NY"
"zaytoons-brooklyn-3","Zaytoons","7182303200","152","4.0","Middle Eastern","-73.96879600","40.67871500","594 Vanderbilt Ave","","11238","Brooklyn","NY"
"radegast-hall-and-biergarten-brooklyn","Radegast Hall and Biergarten","7189633973","843","4.0","Pubs, German","-73.96171711","40.71661279","113 N 3rd St","","11249","Brooklyn","NY"
"cafe-katja-new-york","Cafe Katja","2122199545","464","4.5","German, Austrian","-73.99052002","40.71767628","79 Orchard St","","10002","New York","NY"
"pizza-hut-bronx-3","Pizza Hut","7183200126","6","1.5","Pizza, Italian, Chicken Wings","-73.83389300","40.86879700","2829 Edson Avenue","","10469","Bronx","NY"
"dunkin-donuts-bronx-60","Dunkin Donuts","7182203337","1","3.0","Donuts","-73.89119160","40.85409770","4521 3rd Ave","","10457","Bronx","NY"
"hilton-new-york-jfk-airport-hotel-jamaica","Hilton New York JFK Airport Hotel","7186590200","41","3.0","Hotels","-73.79585400","40.66826731","144-02 135th Ave","","11436","Jamaica","NY"
"manhattan-bridge-club-new-york-2","Manhattan Bridge Club","2128450155","2","5.0","","-73.98239980","40.76627230","250 W 57th St Ste 1427","","10107","New York","NY"
"milk-and-cookies-new-york-2","Milk & Cookies","2122431640","348","3.5","Bakeries","-74.00439930","40.73180820","19 Commerce St","","10014","New York","NY"
"cafe-panino-mucho-giusto-new-york","Cafe Panino Mucho Giusto","2122292799","31","4.0","Bagels, Breakfast & Brunch, Cafes","-74.00629400","40.73526000","551 Hudson St","","10014","New York","NY"
"cipriani-wall-street-new-york-2","Cipriani Wall Street","2126994096","111","3.0","Italian, Specialty Food","-74.00919130","40.70606610","55 Wall St","","10005","New York","NY"
"joes-italian-restaurant-and-pizzeria-glen-oaks","Joe's Italian Restaurant & Pizzeria","7183437060","22","3.0","Italian, Pizza","-73.70073990","40.73895520","25601 Hillside Ave","","11004","Glen Oaks","NY"
"sushi-tatsu-iii-brooklyn","Sushi Tatsu III","7182828890","76","3.0","Sushi Bars, Japanese, Seafood","-73.96061700","40.65755800","644 Flatbush Ave","","11225","Brooklyn","NY"
"grand-sichuan-house-brooklyn","Grand Sichuan House","7186808887","105","4.0","Chinese","-74.02650500","40.62063600","8701 5th Ave","","11209","Brooklyn","NY"
"jade-chinese-restaurant-kew-gardens","Jade Chinese Restaurant","7188051923","25","4.0","Chinese","-73.83181000","40.70661926","8159 Lefferts Blvd","","11415","Kew Gardens","NY"
"yamato-sushi-flushing","Yamato Sushi","7183211893","51","3.5","Japanese, Sushi Bars","-73.78976550","40.76685080","33-23 Francis Lewis Blvd","","11358","Flushing","NY"
"basera-indian-bistro-new-york-2","Basera Indian Bistro","2127579787","232","3.5","Indian","-73.98909900","40.76384000","745 9th Ave","","10019","New York","NY"
"2nd-ave-deli-new-york","2nd Ave Deli","2126899000","664","4.0","Delis, Kosher, Sandwiches","-73.97926300","40.74508700","162 E 33rd St","","10016","New York","NY"
"hi-life-restaurant-new-york","Hi-Life Restaurant","2126285433","162","3.5","Bars, American (Traditional), Breakfast & Brunch","-73.95548098","40.77284195","1503 2nd Ave","","10075","New York","NY"
"starbucks-new-york-146","Starbucks","9175210342","51","3.5","Coffee & Tea","-73.93994030","40.84139980","4001 Broadway","","10032","New York","NY"
"ristorante-il-melograno-new-york","Ristorante Il Melograno","2127579290","167","4.0","Italian","-73.99141788","40.76542897","501 W 51st St","","10019","New York","NY"
"xochimilco-family-restaurant-bronx","Xochimilco Family Restaurant","7184025400","21","4.0","Mexican","-73.91671970","40.81855282","653 Melrose Ave","","10455","Bronx","NY"
"connecticut-muffin-brooklyn-6","Connecticut Muffin","7182877900","41","3.5","Coffee & Tea, Sandwiches","-73.96754000","40.63951360","1106 Cortelyou Rd","","11218","Brooklyn","NY"
"terminal-5-new-york","Terminal 5","2125826600","561","3.0","Music Venues, Dance Clubs","-73.99273350","40.76977950","610 W 56Th St.","","10019","New York","NY"
"los-mismos-amigos-restaurant-corona","Los Mismos Amigos Restaurant","7183358704","5","2.5","Caribbean","-73.86131700","40.75021980","10411 Roosevelt Ave","","11368","Corona","NY"
"taco-king-glen-oaks","Taco King","7183438886","30","3.5","Mexican","-73.71451490","40.74573750","25631 Union Tpke","","11004","Glen Oaks","NY"
"chicken-festival-new-york","Chicken Festival","2129882844","85","4.0","Peruvian","-73.95076800","40.77445200","1584 1st Ave","","10028","New York","NY"
"eat-pisode-new-york-3","Eat Pisode","2126777624","1","4.0","Thai","-73.98868150","40.71972300","123 Ludlow St","","10002","New York","NY"
"tanto-dulce-caf%C3%A9-new-york-3","Tanto Dulce Café","2123681701","111","4.0","Coffee & Tea","-73.95231020","40.82338600","3446 Broadway","","10031","New York","NY"
"arcade-pizza-new-york","Arcade Pizza","2129234441","4","4.0","Pizza","-73.92944075","40.85527964","1611 Saint Nicholas Ave","","10040","New York","NY"
"savoy-4-bakery-inc-brooklyn","Savoy 4 Bakery Inc","7188535165","15","3.5","Bakeries, Coffee & Tea, Chinese","-74.00947700","40.64898600","4501 4th Ave","","11220","Brooklyn","NY"
"m-and-j-pizza-staten-island","M & J Pizza","7189830883","6","3.5","Pizza","-74.15872020","40.61197540","10 Akron Plaza","","10314","Staten Island","NY"
"mizu-brooklyn","Mizu","7187826666","106","3.5","Japanese, Sushi Bars","-73.95807610","40.71754480","192 Bedford Ave","","11211","Brooklyn","NY"
"patron-mexican-grill-new-york","Patron Mexican Grill","2129579050","125","3.0","Mexican","-73.99172200","40.75922400","608 9th Ave","","10036","New York","NY"
"hot-and-crusty-bagel-cafe-new-york","Hot & Crusty Bagel Cafe","2124960632","51","3.5","Bagels, Sandwiches","-73.97590935","40.78927182","2387 Broadway","","10024","New York","NY"
"jade-asian-restaurant-and-caterer-flushing","Jade Asian Restaurant & Caterer","7187628821","358","3.5","Dim Sum, Caterers, Cantonese","-73.82945202","40.76038107","136-28 39th  Ave","","11354","Flushing","NY"
"las-delicias-tropical-corporation-jackson-heights","Las Delicias Tropical Corporation","7186723456","5","5.0","Coffee & Tea, Latin American","-73.86542110","40.75300590","9316B 37th Ave","","11372","Jackson Heights","NY"
"bar-boulud-new-york","Bar Boulud","2125950303","533","3.5","French, Wine Bars","-73.98198053","40.77137478","1900 Broadway","","10023","New York","NY"
"blockheads-new-york-5","Blockheads","2126628226","134","3.0","Mexican","-73.96506500","40.80075500","951 Amsterdam Ave","","10025","New York","NY"
"la-preciosa-china-restaurant-new-york","La Preciosa China Restaurant","2123693921","8","3.5","Chinese","-73.94080350","40.79859160","163 E 116th St","","10029","New York","NY"
"chico-julio-new-york","Chico Julio","2127492929","29","4.0","Mexican, Seafood","-73.96990970","40.79520030","768 Amsterdam Ave","","10025","New York","NY"
"pret-a-manger-new-york-21","Pret A Manger","6465370030","62","3.5","Sandwiches, Coffee & Tea, Breakfast & Brunch","-73.98149320","40.75797140","1200 Ave of Americas","","10036","New York","NY"
"dunkin-baskin-forest-hills","Dunkin Baskin","7182754575","3","2.0","Donuts","-73.85006140","40.73305430","6366 108th St","","11375","Forest Hills","NY"
"gs-resturant-and-bakery-south-ozone-park","G's Resturant & Bakery","7185290290","4","3.0","Bakeries","-73.80225900","40.67416990","13536 Rockaway Boulevard","","11420","South Ozone Park","NY"
"zuckers-bagels-and-smoked-fish-new-york","Zucker's Bagels & Smoked Fish","2126085844","222","3.0","Delis, Bagels","-74.00984190","40.71556850","146 Chambers St","","10007","New York","NY"
"the-bayhouse-rosedale","The Bayhouse","7185277575","23","4.0","American (Traditional)","-73.74522390","40.63736340","155-57 Bayview Ave","","11422","Rosedale","NY"
"soldier-mcgee-new-york","Soldier McGee","2125794299","50","3.5","Sports Bars, Pubs","-73.97666900","40.78596200","480 Amsterdam Ave","","10024","New York","NY"
"naruto-ramen-new-york","Naruto Ramen","2122897803","496","3.5","Ramen","-73.95262910","40.78121950","1596 3rd Ave","","10128","New York","NY"
"mi-bella-dama-brooklyn","Mi Bella Dama","7186284253","4","3.5","Spanish","-73.92379000","40.70161400","296 Knickerbocker Ave","","11237","Brooklyn","NY"
"starbucks-new-york-121","Starbucks","2123672050","44","4.0","Coffee & Tea","-73.99038200","40.74157100","14 W 23rd St","","10010","New York","NY"
"starbucks-new-york-377","Starbucks","2122540139","25","2.0","Coffee & Tea","-74.00028100","40.72686600","482 W Broadway","","10012","New York","NY"
"starbucks-new-york-402","Starbucks","2122683695","1","1.0","Coffee & Tea","-73.98952610","40.75079170","151 W 34th St","","10001","New York","NY"
"corner-burger-brooklyn","Corner Burger","7183604622","171","3.0","Burgers","-73.98457300","40.67074600","381 5th Ave","","11215","Brooklyn","NY"
"papa-johns-subway-new-york","Papa Johns-Subway","2127241200","15","2.0","Pizza","-73.97397800","40.78964000","594 Amsterdam Ave","","10024","New York","NY"
"mr-chen-ridgewood","Mr Chen","7184171008","24","3.5","Chinese","-73.89531140","40.70071580","5905 Myrtle Ave","","11385","Ridgewood","NY"
"lucca-bronx","Lucca","7188928282","16","4.0","Italian","-73.83194730","40.84747310","3019 Westchester Avenue","","10461","Bronx","NY"
"pats-sports-bar-middle-village","Pat's Sports Bar","7188940907","3","5.0","Sports Bars","-73.87886100","40.71292960","7313 Metropolitan Ave","","11379","Middle Village","NY"
"l-and-u-cafe-inc-brooklyn","L & U Cafe Inc","7186270986","3","3.5","Cafeteria","-73.95708500","40.59899100","1405 Ave U","","11229","Brooklyn","NY"
"panaderia-mexico-brooklyn","Panaderia Mexico","7184188821","1","5.0","Bakeries","-73.92566980","40.70269310","238 Knickerbocker Ave","","11237","Brooklyn","NY"
"duo-tian-bakery-new-york","Duo-Tian Bakery","2129661811","1","3.0","Bakeries","-73.99166370","40.71845370","118 Eldridge St","","10002","New York","NY"
"villa-maria-pizzeria-bronx","Villa Maria Pizzeria","7188827446","8","3.5","Pizza","-73.84316900","40.86224230","2440 Eastchester Road","","10469","Bronx","NY"
"super-pollo-restaurant-ridgewood","Super Pollo Restaurant","7184180808","50","4.0","Latin American, Spanish","-73.90217900","40.70320400","865 Woodward Ave","","11385","Ridgewood","NY"
"green-cafe-new-york-11","Green Cafe","2127542525","17","2.5","Cafes","-73.96729000","40.76290960","145 E 60th St","","10022","New York","NY"
"quarter-brooklyn","Quarter","7187880989","76","4.0","Bars","-73.99314600","40.66188800","676 5th Ave","","11232","Brooklyn","NY"
"eastbridge-new-york","EastBridge","2124324320","9","3.0","Lounges","-73.98976010","40.72281680","247 Eldridge St","","10002","New York","NY"
"donovans-of-bayside-bayside","Donovan's of Bayside","7184235353","151","3.5","Pubs, American (Traditional)","-73.77056880","40.76350780","21416 41st Ave","","11361","Bayside","NY"
"caribe-restaurant-bronx","Caribe Restaurant","7183245300","22","2.0","Spanish","-73.88114423","40.88258520","2 E Gun Hill Rd","","10467","Bronx","NY"
"miranda-restaurant-brooklyn","Miranda Restaurant","7183870711","170","4.0","Italian, Latin American","-73.95786100","40.71994100","80 Berry St","","11249","Brooklyn","NY"
"five-guys-burgers-and-fries-new-york-14","Five Guys Burgers and Fries","2124599600","255","3.5","Burgers, Fast Food","-73.97663120","40.76263050","43 W 55th St","","10019","New York","NY"
"cafecito-bogota-brooklyn","Cafecito Bogota","7185690077","123","3.5","Colombian, Gluten-Free","-73.95497720","40.73357390","1015 Manhattan Ave","","11222","Brooklyn","NY"
"mr-pollo-whitestone","Mr Pollo","7183574444","19","3.0","Spanish, Ethnic Food","-73.81410980","40.79009630","1227 150th St","","11357","Whitestone","NY"
"sullivan-bistro-new-york","Sullivan Bistro","2122286091","201","3.5","American (Traditional), Burgers","-74.00109597","40.72791293","169 Sullivan St","","10012","New York","NY"
"abitino-pizzeria-and-restaurant-new-york-2","Abitino Pizzeria & Restaurant","2123081234","4","3.5","Pizza","-73.96537900","40.75540190","947 1st Ave","","10022","New York","NY"
"prime-time-caribbean-bakery-bronx","Prime Time Caribbean Bakery","3473464026","1","4.0","Bakeries","-73.84703080","40.86983700","3418B Boston Rd","Bet Wilson & Fish Ave","10469","Bronx","NY"
"t-baar-brooklyn","T Baar","3473503522","51","4.0","Taiwanese, Coffee & Tea, Juice Bars & Smoothies","-74.00279200","40.64163200","4823 8th Ave","","11220","Brooklyn","NY"
"a-taste-of-seafood-new-york-2","A Taste Of Seafood","2128315584","54","3.5","Seafood, Soul Food","-73.94002500","40.80579000","59 E 125th St","","10035","New York","NY"
"tacos-puebla-bronx","Taco's Puebla","7182205463","2","5.0","","-73.90168760","40.85534670","2181 Grand Concourse","","10453","Bronx","NY"
"gallo-nero-new-york-2","Gallo Nero","2122656660","142","3.5","Italian","-73.99216070","40.75980600","402 W 44th St","","10036","New York","NY"
"limon-jungle-new-york","Limon Jungle","2125866032","317","3.0","Mexican","-73.98776800","40.76566100","803 9th Ave","","10019","New York","NY"
"mantra-new-york-3","Mantra","2122658828","4","4.5","Japanese","-73.98679430","40.76621680","828 9th Ave","","10019","New York","NY"
"kouzan-new-york","Kouzan","2122808099","127","3.5","Japanese, Sushi Bars","-73.97149660","40.79222490","685 Amsterdam Ave","","10025","New York","NY"
"dunkin-donuts-brooklyn-28","Dunkin Donuts","7183329414","2","3.5","Restaurants","-73.97549730","40.57902470","142 Sheepshead Bay Road","","11224","Brooklyn","NY"
"dunkin-donuts-brooklyn-91","Dunkin' Donuts","7182383300","10","3.0","Donuts","-74.02894210","40.62196450","8704 Fourth Ave","","11209","Brooklyn","NY"
"starbucks-new-york-136","Starbucks","2125318204","25","3.0","Coffee & Tea","-73.96834780","40.79887420","2690 Broadway","","10025","New York","NY"
"zone-manhattan-bronx-2","Zone Manhattan","7183287770","1","1.0","","-73.88316710","40.81635130","741 Drake St","","10474","Bronx","NY"
"empanadas-cafe-corona","Empanadas Cafe","7185927288","209","4.5","Latin American","-73.85311130","40.74031830","56-27 Van Doren St","","11368","Corona","NY"
"bocca-new-york-2","Bocca","2123871200","215","3.5","Italian","-73.98884600","40.73826600","39 E 19th St","","10003","New York","NY"
"smiths-new-york-2","Smith's","2122600100","45","4.0","American (New)","-74.00178500","40.72884800","79 Macdougal St","","10012","New York","NY"
"corona-pizzeria-corona","Corona Pizzeria","7182713736","13","3.5","Pizza","-73.85498270","40.74342400","5123 108th St","","11368","Corona","NY"
"pinkberry-new-york-7","Pinkberry","2125803410","91","3.5","Ice Cream & Frozen Yogurt","-73.98274150","40.77765620","2041 Broadway","","10023","New York","NY"
"lili-chinese-restaurants-elmhurst","Lili Chinese Restaurants","7185336500","2","3.0","Chinese","-73.88379890","40.73321700","8306 Grand Avenue","","11373","Elmhurst","NY"
"number-one-chinese-kitchen-staten-island-2","Number One Chinese Kitchen","7188161836","3","4.5","Chinese","-74.13445200","40.63603100","209 Port Richmond Ave","","10302","Staten Island","NY"
"gramercy-grill-new-york","Gramercy Grill","2125053663","9","3.5","Mexican","-73.98461580","40.73983557","32 Lexington Ave","","10017","New York","NY"
"starlight-grill-restaurant-and-sweet-corp-east-elmhurst","Starlight Grill Restaurant & Sweet Corp","7185058800","8","3.5","Indian, Pakistani","-73.88845140","40.76534500","8002 Astoria Blvd","","11370","East Elmhurst","NY"
"subway-manhattan-35","Subway","2122226014","8","2.5","Sandwiches, Fast Food","-73.96738190","40.79252200","731 Columbus Ave","","10025","Manhattan","NY"
"momofuku-noodle-bar-new-york","Momofuku Noodle Bar","2127777773","2665","3.5","Asian Fusion, Ramen","-73.98451200","40.72923300","171 1st Ave","","10003","New York","NY"
"big-daddys-new-york-2","Big Daddy's","2127172020","196","2.5","Breakfast & Brunch, American (Traditional), Diners","-73.95300700","40.77563800","1596 2nd Ave","","10028","New York","NY"
"papa-johns-bronx-3","Papa John's","7186817272","2","1.0","Pizza","-73.90258790","40.83607480","3746 3rd Avenue","","10456","Bronx","NY"
"papa-johns-bronx-2","Papa John's","7182928773","2","1.0","Pizza","-73.91938000","40.81444500","475 Willis Ave","Apt 6","10455","Bronx","NY"
"canoa-restaurant-bronx","Canoa Restaurant","7188232601","3","2.5","American (New)","-73.85197520","40.83549365","1368 Castle Hill Ave","","10462","Bronx","NY"
"pio-pio-new-york-3","Pio Pio","2124810034","463","4.0","Latin American, Peruvian","-73.97768400","40.74523900","210 E 34th St","","10016","New York","NY"
"villa-garden-famous-pizza-queens","Villa Garden Famous Pizza","7188051800","3","4.0","Pizza","-73.82731720","40.69449850","119-19 Atlantic Ave","","11418","Queens","NY"
"uncle-jacks-steakhouse-new-york-2","Uncle Jack's Steakhouse","2122451550","257","3.5","Steakhouses","-73.97669500","40.76298200","44 W 56th St","","10019","New York","NY"
"hampton-inn-and-suites-staten-island","Hampton Inn & Suites","7184771600","10","4.0","Hotels","-74.17874870","40.61312020","1120 South Ave","","10314","Staten Island","NY"
"bake-shoppe-the-staten-island","Bake Shoppe The","7189483616","1","4.0","Bakeries","-74.23444700","40.52355900","33 Page Ave","","10309","Staten Island","NY"
"la-cocina-de-mama-ridgewood","La Cocina de Mama","7184174000","10","3.5","Latin American","-73.90650200","40.71313900","5613 Metropolitan Ave","","11385","Ridgewood","NY"
"dean-and-deluca-cafe-new-york","Dean & Deluca Cafe","2126641372","56","3.0","Bakeries, Desserts","-73.97918701","40.75609978","1 Rockefeller Plz","","10020","New York","NY"
"the-cove-brooklyn","The Cove","7185995959","112","3.5","Bars, Dance Clubs","-73.96046940","40.71829000","106 N 6th St","","11211","Brooklyn","NY"
"ming-chan-dong-queens","Ming Chan Dong","7183583935","3","3.0","Korean","-73.82824300","40.76304200","36-24 Union St","","11354","Queens","NY"
"macaron-cafe-new-york-3","Macaron Cafe","2125643525","385","3.5","Bakeries, Coffee & Tea, Cafes","-73.98905280","40.75220210","161 W 36 St","","10018","New York","NY"
"b-and-b-meat-market-brooklyn","B & B Meat Market","7183882811","2","4.5","Meat Shops","-73.95755800","40.71833000","168 Bedford Ave","","11211","Brooklyn","NY"
"22-thai-cuisine-new-york","22 Thai Cuisine","2127660988","80","2.5","Thai","-74.00914000","40.70910300","22 Maiden Ln","","10005","New York","NY"
"hale-and-hearty-new-york-8","Hale & Hearty","2125338800","57","3.5","Soup","-73.98736400","40.74030100","40 E 23rd St","","10010","New York","NY"
"papa-johns-pizza-brooklyn-3","Papa John's Pizza","7182727272","2","4.0","Pizza","-73.88871543","40.65733396","529 Stanley Ave","","11207","Brooklyn","NY"
"europan-cafe-new-york-3","Europan Cafe","2122450440","50","2.5","Bakeries, Sandwiches","-73.98509600","40.76835430","370 W 58th St","","10019","New York","NY"
"timmys-by-the-river-new-york","Timmy's by The River","2128609191","64","2.5","Breakfast & Brunch, American (Traditional)","-73.94506379","40.77911193","1737 York Ave","","10128","New York","NY"
"lash-west-indian-and-american-cuisine-bronx","Lash West Indian And American Cuisine","7188820815","1","5.0","Indian","-73.86305240","40.87108990","800 Burke Ave","","10467","Bronx","NY"
"il-passatore-brooklyn","IL Passatore","7189633100","270","4.0","Italian","-73.94219200","40.71430200","14 Bushwick Ave","","11211","Brooklyn","NY"
"bacaro-new-york","Bacaro","2129415060","257","4.0","Italian","-73.99153900","40.71456150","136 Division St","","10002","New York","NY"
"hawaii-chinese-restaurant-bronx","Hawaii Chinese Restaurant","7188637700","3","2.0","Chinese","-73.81712325","40.81875801","4112 E Tremont Avenue","","10465","Bronx","NY"
"evolve-new-york-2","Evolve","2123553395","29","3.0","Dance Clubs","-73.96585980","40.76057940","221 E 58th St","","10022","New York","NY"
"armando-and-pablos-restaurant-brooklyn","Armando & Pablo's Restaurant","7184217603","8","3.0","Coffee & Tea","-73.96257020","40.63437710","43 Newkirk Plz","","11226","Brooklyn","NY"
"enoteca-on-court-brooklyn-2","Enoteca on Court","7182431000","142","4.0","Italian, Pizza","-73.99567400","40.68211000","347 Court St","","11231","Brooklyn","NY"
"tbd-brooklyn-brooklyn","tbd brooklyn","7183496727","69","3.0","Lounges","-73.95800290","40.73333650","224 Franklin St","","11222","Brooklyn","NY"
"chikurin-brooklyn-2","Chikurin","7183330811","174","4.0","Japanese","-73.99212600","40.60058600","2274 86th St","","11214","Brooklyn","NY"
"tropical-sensation-new-york-2","Tropical Sensation","2122220098","61","3.5","Caribbean, Latin American","-73.96501900","40.80081600","953 Amsterdam Ave","","10025","New York","NY"
"planet-rose-new-york","Planet Rose","2123539500","118","3.5","Karaoke, Lounges","-73.98084630","40.73017080","219 Ave A","","10009","New York","NY"
"taste-of-china-brooklyn-2","Taste of China","7182560101","9","3.0","Chinese","-74.00906400","40.61836200","7801 13th Ave","","11228","Brooklyn","NY"
"yi-lins-long-river-brooklyn","Yi Lins Long River","7184922719","3","3.5","Chinese, Seafood","-74.01703640","40.63883210","6104 5th Ave","","11220","Brooklyn","NY"
"spina-new-york","Spina","2122532250","265","4.0","Italian, Tapas/Small Plates","-73.97917940","40.72747040","175 Ave B","","10009","New York","NY"
"chipotle-mexican-grill-new-york-12","Chipotle Mexican Grill","2127574312","60","3.0","Fast Food, Mexican","-73.98526640","40.76307940","854 8th Ave","","10019","New York","NY"
"dessert-club-chikalicious-new-york-9","Dessert Club, ChikaLicious","2124750929","864","4.0","Desserts, Ice Cream & Frozen Yogurt","-73.98639970","40.72944680","204 E 10th St","","10003","New York","NY"
"gustorganics-new-york","GustOrganics","2122425800","326","3.0","American (New), Vegan","-73.99709060","40.73707880","519 6th Ave","","10011","New York","NY"
"tutta-pasta-brooklyn","Tutta Pasta","7187889500","75","3.0","Italian","-73.97743720","40.67220310","160 7th Ave","","11215","Brooklyn","NY"
"solex-new-york-2","Solex","2127776677","31","3.5","French, Wine Bars","-73.98629300","40.72708000","103 1st Ave","","10003","New York","NY"
"page-plaza-diner-staten-island","Page Plaza Diner","7189663500","34","3.5","American (Traditional)","-74.23456100","40.52251400","75 Page Ave","","10309","Staten Island","NY"
"chef-andrea-brooklyn","Chef Andrea","7187654203","18","4.0","Italian","-74.00654191","40.62133757","7312 13th Ave","","11228","Brooklyn","NY"
"pig-n-whistle-new-york-5","Pig 'n' Whistle","2128322021","116","3.5","Pubs","-73.96857600","40.75528000","951 2nd Ave","","10022","New York","NY"
"ramen-setagaya-new-york-3","Ramen Setagaya","2123877959","386","3.5","Japanese","-73.98837280","40.72864150","34 1/2 St Marks Pl","Ste A","10003","New York","NY"
"chopsticks-south-richmond-hill","Chopsticks","7188483100","29","3.5","Chinese, Seafood","-73.82566830","40.68581390","11716 Liberty Ave","","11419","South Richmond Hill","NY"
"fay-da-bakery-flushing","Fay Da Bakery","7183211759","33","3.0","Bakeries","-73.82937160","40.76020890","136-18 39th Ave","","11354","Flushing","NY"
"caffe-e-vino-brooklyn","Caffe E Vino","7188556222","206","4.0","Italian","-73.97822570","40.68970490","112 Dekalb Ave","","11201","Brooklyn","NY"
"brooklyn-bagel-and-coffee-company-new-york-2","Brooklyn Bagel & Coffee Company","2129242824","514","4.0","Bagels, Breakfast & Brunch, Cafes","-73.99748000","40.74610800","286 8th Ave","","10001","New York","NY"
"guadalupe-victoria-corp-new-york","Guadalupe Victoria Corp","2129285989","4","4.5","Delis","-73.94393943","40.83556406","3825 Broadway","","10032","New York","NY"
"the-smith-new-york","The Smith","2124209800","1252","3.5","American (New)","-73.98862170","40.73106750","55 3rd Ave","","10003","New York","NY"
"balon-new-york-3","Balon","6466412282","84","3.5","Wine Bars, French, Italian","-73.95436100","40.77494800","245 E 81st St","","10028","New York","NY"
"trophy-bar-brooklyn","Trophy Bar","3472278515","93","4.0","Dance Clubs, Cocktail Bars, American (New)","-73.95565000","40.70790800","351 Broadway","","11211","Brooklyn","NY"
"serafina-at-the-time-hotel-new-york","Serafina at The Time Hotel","2122471000","89","3.0","Italian","-73.98547780","40.76101640","224 W 49th St","","10019","New York","NY"
"haru-sushi-new-york-7","Haru Sushi","2127856850","211","3.0","Japanese, Sushi Bars","-74.00828362","40.70548154","1 Wall St Ct","","10005","New York","NY"
"le-pain-quotidien-new-york-17","Le Pain Quotidien","2123545224","199","3.0","Breakfast & Brunch, Coffee & Tea","-73.98468152","40.75334229","70 W 40th St","","10018","New York","NY"
"le-pain-quotidien-new-york-16","Le Pain Quotidien","2122552275","32","3.0","Breakfast & Brunch, Coffee & Tea, Belgian","-74.00580200","40.73505200","550 Hudson St","","10014","New York","NY"
"popeyes-chicken-hollis","Popeyes Chicken","7187368310","2","3.5","Chicken Wings","-73.75404430","40.71346290","20520 Jamaica Ave","","11423","Hollis","NY"
"burger-king-bronx-4","Burger King","7189316773","2","3.0","Fast Food","-73.86289220","40.82682040","1851 Bruckner Blvd","","10472","Bronx","NY"
"ihop-brooklyn","IHOP","7182224467","94","2.5","American (Traditional)","-73.98352770","40.68853550","276 Livingston St","","11217","Brooklyn","NY"
